,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,Police Precinct,year
14501,57206668,04/01/2023 08:32:05 AM,04/08/2023 02:52:32 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11428.0,90-17 207 STREET,207 STREET,90 AVENUE,93 AVENUE,90 AVENUE,93 AVENUE,ADDRESS,QUEENS VILLAGE,207 STREET,,Closed,,The Department of Sanitation cleaned the location.,04/04/2023 11:47:45 AM,13 QUEENS,4105570030.0,QUEENS,1051844.0,201042.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.7182323516649,-73.75615848181975,"(40.7182323516649, -73.75615848181975)",24337.0,63.0,3.0,16.0,63.0,63.0,2023
14509,57192298,03/31/2023 06:58:21 PM,04/03/2023 01:44:53 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,10305.0,666 SEAVER AVENUE,SEAVER AVENUE,DEAD END,QUINCY AVENUE,DEAD END,QUINCY AVENUE,ADDRESS,STATEN ISLAND,SEAVER AVENUE,,Closed,,The Department of Sanitation removed the items.,04/01/2023 12:44:31 PM,02 STATEN ISLAND,5038260012.0,STATEN ISLAND,960890.0,149423.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.57677685175445,-74.08409130555759,"(40.57677685175445, -74.08409130555759)",10692.0,30.0,1.0,14.0,76.0,76.0,2023
14520,57191759,03/31/2023 03:34:15 PM,04/03/2023 03:27:07 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11355.0,156-14 59 AVENUE,59 AVENUE,156 STREET,157 STREET,156 STREET,157 STREET,ADDRESS,FLUSHING,59 AVENUE,,Closed,,The Department of Sanitation cleaned the location.,04/01/2023 12:13:40 AM,07 QUEENS,4067340038.0,QUEENS,1036369.0,209174.0,PHONE,Unspecified,QUEENS,,,,,,,,40.74065735452051,-73.8119204824622,"(40.74065735452051, -73.8119204824622)",14190.0,22.0,3.0,3.0,67.0,67.0,2023
14559,57178514,03/29/2023 04:47:30 PM,04/01/2023 02:40:22 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10475.0,BOLLER AVENUE,BOLLER AVENUE,BOLLER AVENUE,STILLWELL AVENUE,BOLLER AVENUE,STILLWELL AVENUE,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,03/31/2023 06:01:42 AM,10 BRONX,,BRONX,1032626.0,253089.0,PHONE,Unspecified,BRONX,,,,,,,,40.86121302456052,-73.82511124816277,"(40.86121302456052, -73.82511124816277)",12344.0,43.0,5.0,2.0,28.0,28.0,2023
14571,57174664,03/29/2023 05:51:04 AM,03/29/2023 01:00:18 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10314.0,FAHY AVENUE,FAHY AVENUE,FAHY AVENUE,LONGDALE STREET,FAHY AVENUE,LONGDALE STREET,INTERSECTION,,,,Closed,,The Department of Sanitation cleaned the location.,03/29/2023 09:41:53 AM,02 STATEN ISLAND,,STATEN ISLAND,938815.0,164672.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.6185465529307,-74.16365928740424,"(40.6185465529307, -74.16365928740424)",10700.0,30.0,1.0,14.0,75.0,75.0,2023
14573,57168172,03/28/2023 09:51:13 PM,03/30/2023 09:13:05 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11691.0,14-15 WATERLOO PLACE,WATERLOO PLACE,WESTBOURNE AVENUE,MOTT AVENUE,WESTBOURNE AVENUE,MOTT AVENUE,ADDRESS,FAR ROCKAWAY,WATERLOO PLACE,,Closed,,The Department of Sanitation cleaned the location.,03/30/2023 07:55:41 AM,14 QUEENS,4156990029.0,QUEENS,1048614.0,161452.0,PHONE,Unspecified,QUEENS,,,,,,,,40.60959105774029,-73.76818841275488,"(40.60959105774029, -73.76818841275488)",20529.0,51.0,3.0,47.0,59.0,59.0,2023
14578,57165457,03/28/2023 06:43:30 PM,03/30/2023 09:13:04 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11691.0,14-15 WATERLOO PLACE,WATERLOO PLACE,WESTBOURNE AVENUE,MOTT AVENUE,WESTBOURNE AVENUE,MOTT AVENUE,ADDRESS,FAR ROCKAWAY,WATERLOO PLACE,,Closed,,The Department of Sanitation cleaned the location.,03/29/2023 06:26:06 AM,14 QUEENS,4156990029.0,QUEENS,1048614.0,161452.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.60959105774029,-73.76818841275488,"(40.60959105774029, -73.76818841275488)",20529.0,51.0,3.0,47.0,59.0,59.0,2023
14596,57169949,03/28/2023 10:08:25 AM,03/29/2023 01:02:05 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10314.0,138 FAHY AVENUE,FAHY AVENUE,BRAD LANE,LONGDALE STREET,BRAD LANE,LONGDALE STREET,ADDRESS,STATEN ISLAND,FAHY AVENUE,,Closed,,The Department of Sanitation cleaned the location.,03/29/2023 09:41:27 AM,02 STATEN ISLAND,5016320120.0,STATEN ISLAND,938538.0,164830.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.61897880450617,-74.16465812359142,"(40.61897880450617, -74.16465812359142)",10700.0,30.0,1.0,14.0,75.0,75.0,2023
14600,57164253,03/28/2023 07:22:36 AM,03/29/2023 01:26:50 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11234.0,1517 EAST   49 STREET,EAST   49 STREET,FLATLANDS AVENUE,AVENUE L,FLATLANDS AVENUE,AVENUE L,ADDRESS,BROOKLYN,EAST   49 STREET,,Closed,,The Department of Sanitation cleaned the location.,03/29/2023 10:51:30 AM,18 BROOKLYN,3078290011.0,BROOKLYN,1004120.0,166636.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62403153902452,-73.92842135469004,"(40.62403153902452, -73.92842135469004)",13825.0,5.0,2.0,26.0,38.0,38.0,2023
14604,57171171,03/28/2023 05:18:02 AM,03/31/2023 02:38:23 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11354.0,144-28 32 AVENUE,32 AVENUE,PARSONS BOULEVARD,146 STREET,PARSONS BOULEVARD,146 STREET,ADDRESS,FLUSHING,32 AVENUE,,Closed,,The Department of Sanitation cleaned the location.,03/28/2023 10:13:08 AM,07 QUEENS,4047890027.0,QUEENS,1033009.0,219619.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.76934532815616,-73.82396978695814,"(40.769345328156156, -73.82396978695814)",13832.0,22.0,3.0,3.0,67.0,67.0,2023
14624,57149531,03/27/2023 12:36:15 AM,03/31/2023 02:43:23 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11356.0,5 AVENUE,5 AVENUE,5 AVENUE,121 STREET,5 AVENUE,121 STREET,INTERSECTION,,,,Closed,,The Department of Sanitation cleaned the location.,03/27/2023 01:19:45 PM,07 QUEENS,,QUEENS,1026744.0,228120.0,PHONE,Unspecified,QUEENS,,,,,,,,40.79271062050346,-73.84653393281916,"(40.79271062050346, -73.84653393281916)",14191.0,22.0,3.0,20.0,67.0,67.0,2023
14665,57142425,03/25/2023 10:37:38 AM,03/29/2023 01:51:12 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11373.0,52-10 JUNCTION BOULEVARD,JUNCTION BOULEVARD,52 AVENUE,CHRISTIE AVENUE,52 AVENUE,CHRISTIE AVENUE,ADDRESS,ELMHURST,JUNCTION BOULEVARD,,Closed,,The Department of Sanitation removed the items.,03/25/2023 09:05:42 PM,04 QUEENS,4018860017.0,QUEENS,1021046.0,208901.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.73998506591767,-73.86721730213917,"(40.73998506591767, -73.86721730213917)",14784.0,66.0,3.0,5.0,68.0,68.0,2023
14684,57132029,03/24/2023 01:24:17 PM,03/25/2023 02:17:33 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11418.0,134-11 HILLSIDE AVENUE,HILLSIDE AVENUE,KEW GARDENS ROAD,135 STREET,KEW GARDENS ROAD,135 STREET,ADDRESS,RICHMOND HILL,HILLSIDE AVENUE,,Closed,,The Department of Sanitation removed the items.,03/25/2023 12:52:00 AM,09 QUEENS,4096210028.0,QUEENS,1034135.0,195753.0,PHONE,Unspecified,QUEENS,,,,,,,,40.70383291526282,-73.82008167090024,"(40.70383291526282, -73.82008167090024)",24014.0,46.0,3.0,28.0,60.0,60.0,2023
14686,57137155,03/24/2023 12:39:19 PM,03/25/2023 02:17:44 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11418.0,131-11 KEW GARDEN ROAD,KEW GARDEN ROAD,131 STREET,87 AVENUE,131 STREET,87 AVENUE,ADDRESS,RICHMOND HILL,KEW GARDENS ROAD,,Closed,,The Department of Sanitation cleaned the location.,03/25/2023 07:38:40 AM,09 QUEENS,4096290001.0,QUEENS,1033688.0,196143.0,PHONE,Unspecified,QUEENS,,,,,,,,40.70490588000155,-73.82169098109352,"(40.70490588000155, -73.82169098109352)",24014.0,46.0,3.0,28.0,60.0,60.0,2023
14692,57129074,03/24/2023 08:50:47 AM,03/27/2023 01:37:58 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11423.0,99-21 FARMERS BOULEVARD,FARMERS BOULEVARD,99 AVENUE,HENDERSON AVENUE,99 AVENUE,HENDERSON AVENUE,ADDRESS,HOLLIS,FARMERS BOULEVARD,,Closed,,The Department of Sanitation removed the items.,03/25/2023 04:19:33 AM,12 QUEENS,4108370015.0,QUEENS,1048518.0,197795.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.70934492970682,-73.76818777805732,"(40.70934492970682, -73.76818777805732)",24332.0,41.0,3.0,6.0,61.0,61.0,2023
14701,57120110,03/23/2023 06:09:05 PM,03/31/2023 02:57:39 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11692.0,62-25 DE COSTA AVENUE,DE COSTA AVENUE,DEAD END,BEACH   63 STREET,DEAD END,BEACH   63 STREET,ADDRESS,ARVERNE,DE COSTA AVENUE,,Closed,,The Department of Sanitation removed the items.,03/25/2023 07:51:57 AM,14 QUEENS,4160050036.0,QUEENS,1041879.0,157429.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.59859513449036,-73.7924792299919,"(40.59859513449036, -73.7924792299919)",20530.0,51.0,3.0,47.0,58.0,58.0,2023
14707,57121596,03/23/2023 02:36:04 PM,03/31/2023 02:57:33 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11692.0,62-21 DE COSTA AVENUE,DE COSTA AVENUE,DEAD END,BEACH   63 STREET,DEAD END,BEACH   63 STREET,ADDRESS,ARVERNE,DE COSTA AVENUE,,Closed,,The Department of Sanitation removed the items.,03/25/2023 07:49:52 AM,14 QUEENS,4160050035.0,QUEENS,1041880.0,157429.0,PHONE,Unspecified,QUEENS,,,,,,,,40.59859512798779,-73.79247562902721,"(40.59859512798779, -73.79247562902721)",20530.0,51.0,3.0,47.0,58.0,58.0,2023
14804,57098572,03/20/2023 01:14:00 PM,03/21/2023 01:27:47 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11385.0,79 PLACE,79 PLACE,79 PLACE,MYRTLE AVENUE,79 PLACE,MYRTLE AVENUE,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,03/20/2023 08:48:54 PM,05 QUEENS,,QUEENS,1020345.0,195366.0,PHONE,Unspecified,QUEENS,,,,,,,,40.70283768878576,-73.86981952564145,"(40.70283768878576, -73.86981952564145)",15310.0,54.0,3.0,34.0,62.0,62.0,2023
14816,57093370,03/20/2023 07:49:31 AM,03/21/2023 01:27:40 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11385.0,78-52 79 PLACE,79 PLACE,78 AVENUE,MYRTLE AVENUE,78 AVENUE,MYRTLE AVENUE,ADDRESS,RIDGEWOOD,79 PLACE,,Closed,,The Department of Sanitation removed the items.,03/20/2023 08:47:37 PM,05 QUEENS,4038280076.0,QUEENS,1020229.0,195724.0,PHONE,Unspecified,QUEENS,,,,,,,,40.70382078604295,-73.87023597872965,"(40.70382078604295, -73.87023597872965)",15310.0,54.0,3.0,34.0,62.0,62.0,2023
14817,57097245,03/20/2023 07:49:10 AM,03/21/2023 01:27:33 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11385.0,78-47 79 PLACE,79 PLACE,78 AVENUE,MYRTLE AVENUE,78 AVENUE,MYRTLE AVENUE,ADDRESS,RIDGEWOOD,79 PLACE,,Closed,,The Department of Sanitation removed the items.,03/20/2023 08:46:40 PM,05 QUEENS,4038290007.0,QUEENS,1020225.0,195758.0,PHONE,Unspecified,QUEENS,,,,,,,,40.70391412421237,-73.87025022371346,"(40.70391412421237, -73.87025022371346)",15310.0,54.0,3.0,34.0,62.0,62.0,2023
14819,57093984,03/20/2023 07:41:08 AM,03/21/2023 01:27:17 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11385.0,79 PLACE,79 PLACE,78 AVENUE,MYRTLE AVENUE,78 AVENUE,MYRTLE AVENUE,BLOCKFACE,,,,Closed,,The Department of Sanitation removed the items.,03/20/2023 08:43:47 PM,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,,,,,,2023
14826,57082359,03/19/2023 03:34:42 PM,03/21/2023 01:50:04 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10314.0,BRIELLE AVENUE,BRIELLE AVENUE,BRIELLE AVENUE,RUPERT AVENUE,BRIELLE AVENUE,RUPERT AVENUE,INTERSECTION,,,,Closed,,The Department of Sanitation cleaned the location.,03/20/2023 10:57:12 AM,02 STATEN ISLAND,,STATEN ISLAND,947578.0,157106.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.59782006090792,-74.1320534644464,"(40.597820060907914, -74.1320534644464)",10700.0,30.0,1.0,14.0,75.0,75.0,2023
14836,57084045,03/19/2023 10:07:35 AM,03/20/2023 09:00:52 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10302.0,1464 CASTLETON AVENUE,CASTLETON AVENUE,SIMONSON PLACE,HEBERTON AVENUE,SIMONSON PLACE,HEBERTON AVENUE,ADDRESS,STATEN ISLAND,CASTLETON AVENUE,,Closed,,The Department of Sanitation cleaned the location.,03/20/2023 03:53:16 AM,01 STATEN ISLAND,5010300060.0,STATEN ISLAND,947716.0,170476.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.634518470158845,-74.13162888101847,"(40.634518470158845, -74.13162888101847)",10370.0,4.0,1.0,13.0,75.0,75.0,2023
14868,57068475,03/17/2023 02:07:02 PM,03/18/2023 02:04:42 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10304.0,826 VAN DUZER STREET,VAN DUZER STREET,LAUREL AVENUE,OSGOOD AVENUE,LAUREL AVENUE,OSGOOD AVENUE,ADDRESS,STATEN ISLAND,VAN DUZER STREET,,Closed,,The Department of Sanitation removed the items.,03/17/2023 08:25:02 PM,01 STATEN ISLAND,5006160073.0,STATEN ISLAND,960376.0,164903.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.6192649326533,-74.0859963075347,"(40.6192649326533, -74.0859963075347)",10691.0,4.0,1.0,13.0,74.0,74.0,2023
14934,57036512,03/14/2023 10:45:21 AM,03/16/2023 01:52:35 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,10306.0,3494 AMBOY ROAD,AMBOY ROAD,BAY TERRACE,TIMBER RIDGE DRIVE,BAY TERRACE,TIMBER RIDGE DRIVE,ADDRESS,STATEN ISLAND,AMBOY ROAD,,Closed,,The Department of Sanitation removed the items.,03/15/2023 12:13:10 PM,03 STATEN ISLAND,5050900031.0,STATEN ISLAND,945534.0,142058.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.55650762065992,-74.13932757544791,"(40.556507620659914, -74.13932757544791)",10693.0,15.0,1.0,9.0,76.0,76.0,2023
14974,57027445,03/12/2023 12:37:38 PM,03/13/2023 02:34:24 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11210.0,EAST   34 STREET,EAST   34 STREET,AVENUE K,AVENUE L,AVENUE K,AVENUE L,BLOCKFACE,,,,Closed,,The Department of Sanitation removed the items.,03/13/2023 09:02:19 AM,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,,2023
14986,57023204,03/12/2023 07:43:43 AM,03/14/2023 12:54:08 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11373.0,54-25 83 STREET,83 STREET,54 AVENUE,57 AVENUE,54 AVENUE,57 AVENUE,ADDRESS,ELMHURST,83 STREET,,Closed,,The Department of Sanitation cleaned the location.,03/13/2023 03:13:00 AM,04 QUEENS,,QUEENS,1016949.0,205748.0,PHONE,Unspecified,QUEENS,,,,,,,,40.73134696374978,-73.88201711470532,"(40.73134696374978, -73.88201711470532)",14784.0,66.0,3.0,5.0,68.0,68.0,2023
14990,57017994,03/11/2023 09:08:35 PM,03/13/2023 02:35:13 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11210.0,1344 EAST   34 STREET,EAST   34 STREET,AVENUE K,AVENUE L,AVENUE K,AVENUE L,ADDRESS,BROOKLYN,EAST   34 STREET,,Closed,,The Department of Sanitation removed the items.,03/13/2023 07:13:43 AM,18 BROOKLYN,3076330085.0,BROOKLYN,1000263.0,166263.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62301554338183,-73.94231648941275,"(40.623015543381825, -73.94231648941275)",17217.0,5.0,2.0,26.0,38.0,38.0,2023
14995,57013798,03/10/2023 08:10:08 PM,03/13/2023 12:25:12 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11432.0,87-57 CHEVY CHASE STREET,CHEVY CHASE STREET,HENLEY ROAD,87 ROAD,HENLEY ROAD,87 ROAD,ADDRESS,JAMAICA,CHEVY CHASE STREET,,Closed,,The Department of Sanitation collected the requested items.,03/11/2023 07:12:42 AM,08 QUEENS,4099640016.0,QUEENS,1046455.0,200649.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.717193197797606,-73.77560253646347,"(40.717193197797606, -73.77560253646347)",24340.0,25.0,3.0,24.0,65.0,65.0,2023
15012,57009107,03/10/2023 09:52:12 AM,03/11/2023 12:20:16 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11209.0,96 STREET,96 STREET,96 STREET,SHORE ROAD,96 STREET,SHORE ROAD,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,03/10/2023 07:41:03 PM,10 BROOKLYN,,BROOKLYN,973707.0,163653.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.615859835148655,-74.03797489753336,"(40.615859835148655, -74.03797489753336)",17216.0,10.0,2.0,44.0,41.0,41.0,2023
15013,57011448,03/10/2023 09:22:49 AM,03/11/2023 12:20:30 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11209.0,128 MARINE AVENUE,MARINE AVENUE,95 STREET,96 STREET,95 STREET,96 STREET,ADDRESS,BROOKLYN,MARINE AVENUE,,Closed,,The Department of Sanitation removed the items.,03/10/2023 07:56:07 PM,10 BROOKLYN,3061200029.0,BROOKLYN,974267.0,164101.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.61709015088989,-74.0359584926713,"(40.61709015088989, -74.0359584926713)",17216.0,10.0,2.0,44.0,41.0,41.0,2023
15025,57011372,03/10/2023 07:56:56 AM,03/11/2023 12:07:44 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11214.0,8648 16 AVENUE,16 AVENUE,86 STREET,BENSON AVENUE,86 STREET,BENSON AVENUE,ADDRESS,BROOKLYN,16 AVENUE,,Closed,,The Department of Sanitation cleaned the location.,03/11/2023 10:44:53 AM,11 BROOKLYN,3063620063.0,BROOKLYN,981934.0,161188.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.609099888028645,-74.00834116991297,"(40.609099888028645, -74.00834116991297)",13511.0,1.0,2.0,44.0,37.0,37.0,2023
15028,57013807,03/10/2023 07:23:56 AM,03/11/2023 12:20:45 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11209.0,155 96 STREET,96 STREET,SHORE ROAD,MARINE AVENUE,SHORE ROAD,MARINE AVENUE,ADDRESS,BROOKLYN,96 STREET,,Closed,,The Department of Sanitation removed the items.,03/10/2023 07:57:10 PM,10 BROOKLYN,3061200029.0,BROOKLYN,974051.0,163816.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.61630763901201,-74.03673608815261,"(40.61630763901201, -74.03673608815261)",17216.0,10.0,2.0,44.0,41.0,41.0,2023
15029,57011330,03/10/2023 07:13:47 AM,03/11/2023 02:30:28 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11432.0,86-57 MIDLAND PARKWAY,MIDLAND PARKWAY,DALNY ROAD,WEXFORD TERRACE,DALNY ROAD,WEXFORD TERRACE,ADDRESS,JAMAICA,MIDLAND PARKWAY,,Closed,,The Department of Sanitation collected the requested items.,03/11/2023 06:55:53 AM,08 QUEENS,4099457501.0,QUEENS,1044368.0,199803.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.71488556549402,-73.78313867567023,"(40.71488556549402, -73.78313867567023)",24340.0,25.0,3.0,24.0,65.0,65.0,2023
15046,56995511,03/09/2023 07:56:06 AM,03/09/2023 10:47:23 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10463.0,3030 GODWIN TERRACE,GODWIN TERRACE,KIMBERLY PLACE,WEST  231 STREET,KIMBERLY PLACE,WEST  231 STREET,ADDRESS,BRONX,GODWIN TERRACE,,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",03/09/2023 10:47:23 AM,08 BRONX,2057010105.0,BRONX,1010091.0,259288.0,ONLINE,Unspecified,BRONX,,,,,,,,40.87832210161414,-73.90655570884367,"(40.87832210161414, -73.90655570884367)",11272.0,48.0,5.0,40.0,33.0,33.0,2023
15047,56988809,03/09/2023 12:12:50 AM,03/09/2023 01:58:48 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,10306.0,BACHE AVENUE,BACHE AVENUE,BACHE AVENUE,HYLAN BOULEVARD,BACHE AVENUE,HYLAN BOULEVARD,INTERSECTION,,,,Closed,,The Department of Sanitation cleaned the location.,03/09/2023 10:45:13 AM,02 STATEN ISLAND,,STATEN ISLAND,954070.0,147539.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.57158505134293,-74.1086335019721,"(40.57158505134293, -74.1086335019721)",10693.0,30.0,1.0,14.0,76.0,76.0,2023
15065,56993862,03/08/2023 08:03:08 AM,03/08/2023 03:29:30 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11215.0,7 AVENUE,7 AVENUE,7 AVENUE,23 STREET,7 AVENUE,23 STREET,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,03/08/2023 10:46:24 AM,07 BROOKLYN,,BROOKLYN,986972.0,178858.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.65760017389557,-73.99018947695654,"(40.657600173895574, -73.99018947695654)",17617.0,9.0,2.0,7.0,45.0,45.0,2023
15068,56987332,03/08/2023 07:11:24 AM,03/09/2023 07:46:39 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10308.0,37 HILLSIDE TERRACE,HILLSIDE TERRACE,ADRIENNE PLACE,LOCUST PLACE,ADRIENNE PLACE,LOCUST PLACE,ADDRESS,STATEN ISLAND,HILLSIDE TERRACE,,Closed,,The Department of Sanitation removed the items.,03/08/2023 07:15:32 AM,03 STATEN ISLAND,5051340110.0,STATEN ISLAND,942823.0,139754.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.55017133993263,-74.14906954436492,"(40.550171339932625, -74.14906954436492)",10695.0,15.0,1.0,9.0,76.0,76.0,2023
15072,56977263,03/07/2023 08:27:51 PM,03/08/2023 03:30:27 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11215.0,312 23 STREET,23 STREET,6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,ADDRESS,BROOKLYN,23 STREET,,Closed,,The Department of Sanitation cleaned the location.,03/08/2023 09:23:17 AM,07 BROOKLYN,3009007504.0,BROOKLYN,986684.0,179086.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6582260676748,-73.99122739268306,"(40.658226067674796, -73.99122739268306)",17617.0,9.0,2.0,7.0,45.0,45.0,2023
15102,56970033,03/06/2023 02:27:21 PM,03/11/2023 11:20:36 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11691.0,14-18 HARBOUR COURT,HARBOUR COURT,WESTBOURNE AVENUE,DEAD END,WESTBOURNE AVENUE,DEAD END,ADDRESS,FAR ROCKAWAY,HARBOUR COURT,,Closed,,The Department of Sanitation removed the items.,03/07/2023 11:26:44 AM,14 QUEENS,4156950101.0,QUEENS,1048780.0,161205.0,PHONE,Unspecified,QUEENS,,,,,,,,40.60891188847904,-73.76759291477715,"(40.60891188847904, -73.76759291477715)",20529.0,51.0,3.0,47.0,59.0,59.0,2023
15120,56973145,03/06/2023 08:32:12 AM,03/09/2023 07:56:08 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10302.0,55 PARK AVENUE,PARK AVENUE,CHURCH STREET,ANN STREET,CHURCH STREET,ANN STREET,ADDRESS,STATEN ISLAND,PARK AVENUE,,Closed,,The Department of Sanitation removed the items.,03/06/2023 07:47:49 PM,01 STATEN ISLAND,5010060010.0,STATEN ISLAND,947829.0,172071.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.63889686577081,-74.13123036139218,"(40.63889686577081, -74.13123036139218)",10370.0,4.0,1.0,13.0,75.0,75.0,2023
15122,56968075,03/06/2023 07:15:04 AM,03/11/2023 11:17:09 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11691.0,14-12 HARBOUR COURT,HARBOUR COURT,WESTBOURNE AVENUE,DEAD END,WESTBOURNE AVENUE,DEAD END,ADDRESS,FAR ROCKAWAY,HARBOUR COURT,,Closed,,The Department of Sanitation removed the items.,03/07/2023 11:24:41 AM,14 QUEENS,4156950099.0,QUEENS,1048773.0,161198.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.60889272595533,-73.76761819228733,"(40.60889272595533, -73.76761819228733)",20529.0,51.0,3.0,47.0,59.0,59.0,2023
15143,56964261,03/05/2023 12:43:14 PM,03/08/2023 11:32:46 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11362.0,57-07 251 STREET,251 STREET,57 AVENUE,58 AVENUE,57 AVENUE,58 AVENUE,ADDRESS,LITTLE NECK,251 STREET,,Closed,,The Department of Sanitation removed the items.,03/06/2023 07:40:10 AM,11 QUEENS,4083410009.0,QUEENS,1059327.0,216725.0,PHONE,Unspecified,QUEENS,,,,,,,,40.76121774713742,-73.72898911315426,"(40.76121774713742, -73.72898911315426)",14197.0,26.0,3.0,16.0,69.0,69.0,2023
